ID,CURRENT_SPECIES_NAME,CURRENT_TAXONOMIC_NAME,Family,Class,thermal guild,a,b,CF,SGFGu,Range,Frequency,Abundance,MaxLength,Trophic Level,Trophic group,Trophic group2,Water column,Diel Activity,Habitat,Min depth ,Max depth ,Mean depth,IUCN,Introduced,ThermalMP_5_95,ThermalMP_5min_95max,Thermal_95thmax,TNConfidence,SGI,SGI conf
,Anampses lennardi,Anampses lennardi,Labridae,Actinopterygii,tropical,,,,,1253,15,2,28,3.5,Benthic invertivore,Benthic invertivore,Demersal,Day,coral,4,24,,LC,No,27.189625,26.90125,31.495,3,9.2826255,3
,Anampses twistii,Anampses twistii,Labridae,Actinopterygii,tropical,,,,,5779,15,2,18,3.5,Benthic invertivore,Benthic invertivore,Demersal,Day,coral,5,30,,LC,No,27.261,27.0252,31.2104,3,13.4090805,3
,Aniculus elegans,Aniculus elegans,Diogenidae,Malacostraca,tropical,,,,,465,15,2,4.5,,omnivore,Herbivore,benthic,,coral,,,,NA,No,26.92785,26.73375,30.2745,3,,
,Apogon multilineatus,Apogon multilineatus,Apogonidae,Actinopterygii,tropical,,,,,1016,15,2,10,3.5,Benthic invertivore,Benthic invertivore,pelagic site attached,Night,coral,1,5,,NA,No,30.0075,30.026125,30.8151,1,,
,Aulorhynchus flavidus,Aulorhynchus flavidus,Aulorhynchidae,Actinopterygii,temperate,,,,,834,15,45,18,3.4,Planktivore,Planktivore,Demersal,Day,rock,0,30,,NA,No,13.884625,13.714125,20.62425,1,,
,Belone belone,Belone belone,Belonidae,Actinopterygii,temperate,,,,,79,15,27,93,4.2,Higher carnivore,Higher carnivore,pelagic non-site attached,Day,water column,,,,NA,No,14.9194,12.62785,24.0717,2,,
,Caesio xanthonota,Caesio xanthonota,Caesionidae,Actinopterygii,tropical,,,,,2341,15,97,40,3.4,Planktivore,Planktivore,pelagic site attached,Day,coral,0,50,,NA,No,28.884125,28.056225,30.726,2,,
,Calliostoma tigris,Calliostoma tigris,Calliostomatidae,Gastropoda,temperate,,,,,88,15,1,,,Scraping herbivore,Herbivore,benthic,,rock,,,,NA,No,17.6176,17.7277,21.5134,1,,
,Caranx caninus,Caranx caninus,Carangidae,Actinopterygii,tropical,,,,,305,15,6,101,3.9,Higher carnivore,Higher carnivore,pelagic non-site attached,Day,water column,4,350,,LC,No,28.3508,28.32075,29.849,1,,
,Carcharhinus amblyrhynchos,Carcharhinus amblyrhynchos,Carcharhinidae,Elasmobranchii,tropical,,,,,3467,15,2,255,4.1,Higher carnivore,Higher carnivore,pelagic non-site attached,Day,coral,0,1000,,NT,No,26.3613,26.09785,31.282,3,17.8777155,3
,Ceratosoma amoena,Ceratosoma amoena,Chromodorididae,Gastropoda,temperate,,,,,1204,15,2,6,,Benthic invertivore,Benthic invertivore,benthic,,rock,,,,NA,No,18.38,18.7685,24.56,3,,
,Chaetodon melannotus,Chaetodon melannotus,Chaetodontidae,Actinopterygii,tropical,,,,,3049,15,3,18,3.3,Benthic invertivore,Benthic invertivore,Demersal,Day,coral,4,20,,LC,No,25.68625,24.94575,30.78,3,21.9538999,3
,Cheilodipterus macrodon,Cheilodipterus macrodon,Apogonidae,Actinopterygii,tropical,,,,,3258,15,3,25,4,Planktivore,Planktivore,pelagic site attached,Night,coral,0,40,,NA,No,26.891875,25.5675,31.1635,3,17.7862332,3
,Chlorurus bleekeri,Chlorurus bleekeri,Labridae,Actinopterygii,tropical,,,,,1641,15,3,49,2,Excavator,Herbivore,Demersal,Day,coral,,,,LC,No,28.8023,27.8525,31.54,3,7.8456217,3
,Chromis alta,Chromis alta,Pomacentridae,Actinopterygii,tropical,,,,,416,15,93,13,3.4,Planktivore,Planktivore,Demersal,Day,coral,30,150,,LC,No,23.67685,23.79585,27.0071,1,,
,Chromis lineata,Chromis lineata,Pomacentridae,Actinopterygii,tropical,,,,,1882,15,70,7,3,Planktivore,Planktivore,Demersal,Day,coral,2,35,,NA,No,29.61315,28.982125,31.794,2,2.9612931,2
,Cominella eburnea,Cominella eburnea,Buccinidae,Gastropoda,temperate,,,,,339,15,2,3.4,,Benthic invertivore,Benthic invertivore,benthic,,rock,0,35,,NA,No,16.8905,16.9545,22.161,1,,
,Coris batuensis,Coris batuensis,Labridae,Actinopterygii,tropical,,,,,1789,15,14,17,3.4,Benthic invertivore,Benthic invertivore,Demersal,Day,coral,,,,LC,No,27.0457,25.6895,31.224,3,14.0948907,3
,Cyphoma gibbosum,Cyphoma gibbosum,Ovulidae,Gastropoda,tropical,,,,,879,15,2,5,,Benthic invertivore,Benthic invertivore,benthic,,coral,,,,NA,No,27.76005,26.744575,30.49965,2,,
,Dunckerocampus dactyliophorus,Dunckerocampus dactyliophorus,Syngnathidae,Actinopterygii,tropical,,,,,319,15,2,19,,Planktivore,Planktivore,benthic,Night,coral,,,,,,28.865425,27.80245,31.2794,1,,
,Ecsenius bicolor,Ecsenius bicolor,Blenniidae,Actinopterygii,tropical,,,,,2386,15,5,11,2,Browsing herbivore,Herbivore,benthic,Day,coral,1,25,,NA,No,27.5532,26.8323,31.419,3,16.398442,3
,Elysia diomedea,Elysia diomedea,Plakobranchidae,Gastropoda,tropical,,,,,1436,15,2,9.5,,Benthic invertivore,Benthic invertivore,benthic,,coral,,,,NA,No,25.756,23.1204,30.2138,3,,
,Epinephelus daemelii,Epinephelus daemelii,Serranidae,Actinopterygii,temperate,,,,,833,15,1,200,4,Higher carnivore,Higher carnivore,Demersal,Day,coral,2,50,,NT,No,20.73,20.547,25.531,3,5.936504,3
,Haemulon macrostomum,Haemulon macrostomum,Haemulidae,Actinopterygii,tropical,,,,,638,15,8,43,3.3,Benthic invertivore,Benthic invertivore,Demersal,Night,coral,5,25,,NA,No,27.406,26.5805,30.91,2,4.796842,2
,Halichoeres prosopeion,Halichoeres prosopeion,Labridae,Actinopterygii,tropical,,,,,1955,15,3,13,3.4,Benthic invertivore,Benthic invertivore,Demersal,Day,coral,2,40,,LC,No,28.1022,27.44455,31.2121,3,11.0536738,3
,Haliotis roei,Haliotis roei,Haliotidae,Gastropoda,temperate,,,,,840,15,5,12,,Scraping herbivore,Herbivore,benthic,,rock,0,20,,NA,No,18.702,18.39185,23.276,3,,
,Holocentrus adscensionis,Holocentrus adscensionis,Holocentridae,Actinopterygii,tropical,,,,,2583,15,13,61,3.5,Benthic invertivore,Benthic invertivore,Demersal,Night,coral,0,180,,NA,No,27.465,26.862,30.577,3,7.8019491,3
,Holothuria forskali,Holothuria forskali,Holothuriidae,Holothuroidea,temperate,,,,,975,15,2,25,,omnivore,Herbivore,benthic,,rock,,,,NA,No,19.2395,18.5644,25.5558,1,,
,Holothuria integra,Holothuria integra,Holothuriidae,Holothuroidea,tropical,,,,,62,15,1,,,omnivore,Herbivore,benthic,,coral,,,,NA,No,26.8335,27.064325,31.6996,1,,
,Istigobius decoratus,Istigobius decoratus,Gobiidae,Actinopterygii,tropical,,,,,2951,15,4,13,3.2,Omnivore,Herbivore,benthic,Day,sand,0,20,,NA,No,26.598,25.66125,31.31,3,13.5668257,3
,Koumansetta hectori,Koumansetta hectori,Gobiidae,Actinopterygii,tropical,,,,,3057,15,2,9,3.14855072463768,Omnivore,Herbivore,Demersal,Day,coral,,,,NA,No,26.846775,27.028,33.011,3,3.443234,2
,Latirus gibbulus,Latirus gibbulus,Fasciolariidae,Gastropoda,tropical,,,,,27,15,1,7,,Benthic invertivore,Benthic invertivore,benthic,,coral,,,,,,,,,,,
,Lepidonectes clarkhubbsi,Lepidonectes clarkhubbsi,Tripterygiidae,Actinopterygii,tropical,,,,,186,15,3,6.5,2.7,Benthic invertivore,Benthic invertivore,benthic,Day,coral,2,12,,LC,No,28.2249,28.0255,30.354,2,0.9541427,2
,Lutjanus jordani,Lutjanus jordani,Lutjanidae,Actinopterygii,tropical,,,,,353,15,761,60,4.5,Higher carnivore,Higher carnivore,Demersal,Day,coral,0,50,,LC,No,27.791475,27.9855,29.75,2,1.3032341,1
,Nectria macrobrachia,Nectria macrobrachia,Oreasteridae,Asteroidea,temperate,,,,,927,15,2,12,,Benthic invertivore,Benthic invertivore,benthic,,rock,0,180,,NA,No,18.0056,17.6275,22.721,3,,
,Neoniphon marianus,Neoniphon marianus,Holocentridae,Actinopterygii,tropical,,,,,793,15,2,18,3.6,Benthic invertivore,Benthic invertivore,Demersal,Night,coral,1,70,,NA,No,27.529,27.046,30.32,2,1.587029,2
,Neoniphon sammara,Neoniphon sammara,Holocentridae,Actinopterygii,tropical,,,,,3995,15,4,32,3.6,Benthic invertivore,Benthic invertivore,Demersal,Night,coral,0,46,,NA,No,27.3352,26.7755,31.224,3,16.4502256,3
,Notoclinops caerulepunctus,Notoclinops caerulepunctus,Tripterygiidae,Actinopterygii,temperate,,,,,118,15,3,3.6,3.1,Benthic invertivore,Benthic invertivore,benthic,Day,rock,0,40,,NA,No,17.673,17.858,21.436,1,,
,Oxycheilinus orientalis,Oxycheilinus orientalis,Labridae,Actinopterygii,tropical,,,,,1686,15,2,20,3.8,Benthic invertivore,Benthic invertivore,Demersal,Day,coral,15,80,,LC,No,27.9131,27.5631,31.0534,1,8.326161,3
,Oxymonacanthus longirostris,Oxymonacanthus longirostris,Monacanthidae,Actinopterygii,tropical,,,,,3545,15,3,12,3.3,Corallivore,Corallivore,Demersal,Day,coral,4,30,,NA,No,26.18615,25.723,31.382,3,18.7479301,3
,Parablennius tasmanianus,Parablennius tasmanianus,Blenniidae,Actinopterygii,temperate,,,,,737,15,4,13,2.4,Browsing herbivore,Herbivore,benthic,Day,rock,0,10,,NA,No,16.7965,16.3515,22.373,3,,
,Parapercis colias,Parapercis colias,Pinguipedidae,Actinopterygii,temperate,,,,,379,15,2,45,3.9,Benthic invertivore,Benthic invertivore,benthic,Day,rock,52,150,,LC,No,14.99245,15.889,20.128,2,1.084619,2
,Pempheris molucca,Pempheris molucca,Pempheridae,Actinopterygii,tropical,,,,,142,15,6,15,3.3,Benthic invertivore,Benthic invertivore,Demersal,Night,coral,,,,NA,No,25.565775,25.6095,29.794,1,4.1229693,2
,Plectropomus leopardus,Plectropomus leopardus,Serranidae,Actinopterygii,tropical,,,,,1900,15,2,120,4.5,Higher carnivore,Higher carnivore,pelagic site attached,Day,coral,3,100,,NT,No,25.62225,25.737,31.165,3,14.655681,3
,Pomacentrus nigromanus,Pomacentrus nigromanus,Pomacentridae,Actinopterygii,tropical,,,,,1298,15,95,9,3.2,Browsing herbivore,Herbivore,Demersal,Day,coral,6,60,,NA,No,28.482,26.877375,31.61475,3,10.1530352,3
,Pomachromis richardsoni,Pomachromis richardsoni,Pomacentridae,Actinopterygii,tropical,,,,,2888,15,122,6,3,Planktivore,Planktivore,Demersal,Day,coral,5,25,,NA,No,27.2353,26.86065,30.674,3,3.5323661,3
,Pterocaesio pisang,Pterocaesio pisang,Caesionidae,Actinopterygii,tropical,,,,,2733,15,230,21,3.4,Planktivore,Planktivore,pelagic site attached,Day,coral,20,100,,NA,No,29.8645,29.013,31.435,3,2.6261396,3
,Scolopsis monogramma,Scolopsis monogramma,Nemipteridae,Actinopterygii,tropical,,,,,1584,15,2,31,3.5,Benthic invertivore,Benthic invertivore,Demersal,Day,coral,4,50,,NA,No,26.1496,25.7975,31.684,3,13.5312807,3
,Siphonognathus attenuatus,Siphonognathus attenuatus,Labridae,Actinopterygii,temperate,,,,,801,15,10,14,2.7,Omnivore,Herbivore,Demersal,Day,rock,5,25,,LC,No,18.423675,17.722125,22.4626,2,,
,Abudefduf sexfasciatus,Abudefduf sexfasciatus,Pomacentridae,Actinopterygii,tropical,,,,,3411,14,23,16,2.4,Planktivore,Planktivore,Demersal,Day,coral,1,20,,NA,No,24.7035,24.792,31.121,3,16.3945675,3
,Acanthurus leucopareius,Acanthurus leucopareius,Acanthuridae,Actinopterygii,tropical,,,,,3810,14,11,24,2,Browsing herbivore,Herbivore,Demersal,Day,coral,1,85,,LC,No,24.4975,24.4955,28.425,3,11.8640807,3
,Acanthurus nigroris,Acanthurus nigroris,Acanthuridae,Actinopterygii,tropical,,,,,3191,14,32,25,2,Browsing herbivore,Herbivore,Demersal,Day,coral,1,90,,LC,No,26.84785,26.229375,30.13175,3,13.2540871,3
,Acanthurus tennentii,Acanthurus tennentii,Acanthuridae,Actinopterygii,tropical,,,,,1185,14,4,31,2,Browsing herbivore,Herbivore,Demersal,Day,coral,1,25,,LC,No,29.620725,29.557525,30.78105,1,,
,Actaea peronii,Actaea peronii,Xanthidae,Malacostraca,temperate,,,,,10,14,1,2.5,,Benthic invertivore,Benthic invertivore,benthic,,rock,0,150,,NA,No,16.182,16.281,19.585,1,,
,Aethaloperca rogaa,Aethaloperca rogaa,Serranidae,Actinopterygii,tropical,,,,,3254,14,1,60,4.2,Higher carnivore,Higher carnivore,Demersal,Day,coral,1,60,,DD,No,28.418575,27.56155,31.647,3,3.857365,3
,Amblygobius phalaena,Amblygobius phalaena,Gobiidae,Actinopterygii,tropical,,,,,2503,14,5,15,2.7,Omnivore,Herbivore,benthic,Day,sand,2,20,,NA,No,25.408,25.197,31.263,3,16.0361322,3
,Amphiprion sandaracinos,Amphiprion sandaracinos,Pomacentridae,Actinopterygii,tropical,,,,,888,14,5,14,2.7,Omnivore,Herbivore,Demersal,Day,coral,,,,LC,0,29.694275,29.031825,31.0819,1,,
,Apogon pacificus,Apogon pacificus,Apogonidae,Actinopterygii,tropical,,,,,422,14,110,10,3.4,Benthic invertivore,Benthic invertivore,pelagic site attached,Night,coral,0,30,,LC,No,24.4243,22.0739,30.2368,3,0.8039184,2
,Arothron nigropunctatus,Arothron nigropunctatus,Tetraodontidae,Actinopterygii,tropical,,,,,2684,14,1,33,3.3,Omnivore,Herbivore,Demersal,Day,coral,3,25,,NA,No,27.8701,26.91675,31.635,3,17.6607365,3
,Asteropsis carinifera,Asteropsis carinifera,Asteropseidae,Asteroidea,temperate,,,,,1772,14,1,7,,Benthic invertivore,Benthic invertivore,benthic,,rock,,,,NA,No,22.3486,22.397,28.974,1,,
,Atypichthys latus,Atypichthys latus,Scorpididae,Actinopterygii,temperate,,,,,959,14,10,30,3.5,Benthic invertivore,Benthic invertivore,pelagic site attached,Day,coral,,,,NA,No,20.767875,20.913875,24.92,3,9.3860972,3
,Austrocochlea zeus,Austrocochlea zeus,Trochidae,Gastropoda,temperate,,,,,185,14,2,1.6,,Scraping herbivore,Herbivore,benthic,,rock,,,,NA,No,21.0995,21.073875,23.681,1,,
,Bolma rugosa,Bolma rugosa,Turbinidae,Gastropoda,temperate,,,,,668,14,2,,,Scraping herbivore,Herbivore,benthic,,rock,,,,NA,No,20.6,20.729,23.246,1,,
,Brachaelurus waddi,Brachaelurus waddi,Brachaeluridae,Elasmobranchii,temperate,,,,,286,14,1,122,3.9,Higher carnivore,Higher carnivore,benthic,Day,rock,0,140,,LC,No,19.9482,20.194,24.792,3,,
,Canthigaster callisterna,Canthigaster callisterna,Tetraodontidae,Actinopterygii,temperate,,,,,787,14,1,23,3,Omnivore,Herbivore,Demersal,Day,coral,4,250,,NA,No,20.774,20.454,25.637,3,2.0242257,2
,Canthigaster papua,Canthigaster papua,Tetraodontidae,Actinopterygii,tropical,,,,,5304,14,3,10,3,Omnivore,Herbivore,Demersal,Day,coral,6,50,,NA,No,27.6805,27.432,31.435,3,11.7454333,3
,Caracanthus unipinna,Caracanthus unipinna,Caracanthidae,Actinopterygii,tropical,,,,,3122,14,3,5,3.6,Benthic invertivore,Benthic invertivore,benthic,Day,coral,,,,NA,No,27.236875,27.0445,31.307,3,,
,Centroberyx gerrardi,Centroberyx gerrardi,Berycidae,Actinopterygii,temperate,,,,,479,14,1,66,4.1,Higher carnivore,Higher carnivore,pelagic site attached,Night,rock,5,300,,NA,No,17.88,17.43325,21.2535,1,,
,Cephalopholis boenak,Cephalopholis boenak,Serranidae,Actinopterygii,tropical,,,,,2335,14,2,30,4.2,Higher carnivore,Higher carnivore,Demersal,Day,coral,1,64,,LC,No,27.1985,25.87575,31.5965,3,9.6561891,3
,Cetoscarus bicolor,Cetoscarus bicolor,Labridae,Actinopterygii,tropical,,,,,4436,14,2,90,2,Excavator,Herbivore,Demersal,Day,coral,1,30,,LC,No,27.6805,27.3535,31.278,3,9.5166631,3
,Chelon labrosus,Chelon labrosus,Mugilidae,Actinopterygii,temperate,,,,,1004,14,8,75,2.6,Omnivore,Herbivore,pelagic site attached,Day,sand,,,,LC,No,16.04685,13.07805,24.597,3,,
,Chromis chrysura,Chromis chrysura,Pomacentridae,Actinopterygii,tropical,,,,,1668,14,58,14,3,Planktivore,Planktivore,Demersal,Day,coral,6,45,,NA,No,25.58,25.3265,29.366,3,12.1289332,3
,Chromis flavipectoralis,Chromis flavipectoralis,Pomacentridae,Actinopterygii,tropical,,,,,1081,14,19,8,3,Planktivore,Planktivore,Demersal,Day,coral,2,15,,NA,No,28.089875,27.288875,30.95,1,,
,Chromis retrofasciata,Chromis retrofasciata,Pomacentridae,Actinopterygii,tropical,,,,,1488,14,26,4,2.7,Planktivore,Planktivore,Demersal,Day,coral,3,65,,NA,No,28.4445,27.62605,31.4951,3,4.509234,3
,Cirrhilabrus katherinae,Cirrhilabrus katherinae,Labridae,Actinopterygii,tropical,,,,,4129,14,2,7.1,3.3,Benthic invertivore,Benthic invertivore,Demersal,Day,coral,10,40,,LC,No,27.01135,25.4159,30.492,1,,
,Cirrhitichthys falco,Cirrhitichthys falco,Cirrhitidae,Actinopterygii,tropical,,,,,1986,14,2,7,4,Benthic invertivore,Benthic invertivore,benthic,Day,coral,4,46,,NA,No,26.219,25.16,30.437,3,20.9327346,3
,Cirripectes filamentosus,Cirripectes filamentosus,Blenniidae,Actinopterygii,tropical,,,,,1570,14,7,9,2,Browsing herbivore,Herbivore,benthic,Day,coral,0,20,,LC,No,26.7435,26.725,31.31,3,17.0300422,3
,Cirripectes hutchinsi,Cirripectes hutchinsi,Blenniidae,Actinopterygii,temperate,,,,,561,14,2,10.6,2,Browsing herbivore,Herbivore,benthic,Day,rock,1,22,,NA,No,21.1955,21.0105,24.265,2,,
,Comanthus tasmaniae,Comanthus tasmaniae,Comasteridae,Crinoidea,temperate,,,,,673,14,3,30,,Planktivore,Planktivore,benthic,Night,rock,0,63,,NA,No,15.79335,16.10305,21.9651,3,,
,Coris aygula,Coris aygula,Labridae,Actinopterygii,tropical,,,,,4354,14,3,120,3.4,Benthic invertivore,Benthic invertivore,Demersal,Day,coral,2,30,,LC,No,25.592475,25.321225,30.62745,3,21.9406458,3
,Ctenochaetus cyanocheilus,Ctenochaetus cyanocheilus,Acanthuridae,Actinopterygii,tropical,,,,,3570,14,12,16,2.1,Browsing herbivore,Herbivore,Demersal,Day,coral,2,30,,LC,No,27.6609,27.0941,31.1862,3,13.4381708,3
,Dischistodus melanotus,Dischistodus melanotus,Pomacentridae,Actinopterygii,tropical,,,,,1179,14,8,16,2,Algal farmer,Herbivore,Demersal,Day,coral,1,12,,NA,No,28.1243,27.369,31.224,3,9.4857115,3
,Enneapterygius annulatus,Enneapterygius annulatus,Tripterygiidae,Actinopterygii,temperate,,,,,507,14,8,5,2.7,Benthic invertivore,Benthic invertivore,benthic,Day,rock,,,,NA,No,20.4037,20.365,24.56,1,,
,Enneapterygius atrogulare,Enneapterygius atrogulare,Tripterygiidae,Actinopterygii,temperate,,,,,507,14,8,5,2.7,Benthic invertivore,Benthic invertivore,benthic,Day,rock,0,5,,NA,No,21.452,20.9035,25.637,3,7.7911856,3
,Epinephelus analogus,Epinephelus analogus,Serranidae,Actinopterygii,tropical,,,,,104,14,2,104,3.8,Higher carnivore,Higher carnivore,Demersal,Day,coral,,,,LC,No,22.6845,22.1895,30.468,3,,
,Epinephelus bilobatus,Epinephelus bilobatus,Serranidae,Actinopterygii,tropical,,,,,786,14,2,33,3.7,Higher carnivore,Higher carnivore,Demersal,Day,coral,4,50,,DD,No,26.29315,26.5846,31.6882,2,5.4934901,3
,Eviota sebreei,Eviota sebreei,Gobiidae,Actinopterygii,tropical,,,,,3612,14,9,2.5,3.1,Benthic invertivore,Benthic invertivore,benthic,Day,coral,0,33,,NA,No,27.522,26.7525,31.07,3,7.0062722,3
,Genicanthus semicinctus,Genicanthus semicinctus,Pomacanthidae,Actinopterygii,temperate,,,,,15,14,1,20,3.4,Planktivore,Planktivore,Demersal,Day,coral,10,100,,LC,No,21.6585,21.926,24.811,1,,
,Gymnothorax castaneus,Gymnothorax castaneus,Muraenidae,Actinopterygii,tropical,,,,,287,14,1,150,4,Benthic invertivore,Benthic invertivore,benthic,Night,coral,3,36,,LC,No,28.342375,27.27835,30.56685,3,11.8046847,3
,Gymnothorax obesus,Gymnothorax obesus,Muraenidae,Actinopterygii,temperate,,,,,488,14,1,180,4.3,Higher carnivore,Higher carnivore,benthic,Night,coral,,,,NA,No,19.5009,19.703,24.209,3,,
,Halichoeres iridis,Halichoeres iridis,Labridae,Actinopterygii,tropical,,,,,898,14,3,11.5,3.4,Benthic invertivore,Benthic invertivore,Demersal,Day,coral,6,43,,LC,No,22.723375,23.4395,33.011,1,,
,Haliotis rubra,Haliotis rubra,Haliotidae,Gastropoda,temperate,,,,,555,14,9,22,,Scraping herbivore,Herbivore,benthic,,rock,0,40,,NA,No,16.5822,16.8989,22.5358,3,,
,Haliotis tuberculata,Haliotis tuberculata,Haliotidae,Gastropoda,temperate,,,,,898,14,2,12.3,,Scraping herbivore,Herbivore,benthic,,rock,,,,NA,No,19.845625,18.83575,24.2545,1,,
,Helcogramma striatum,Helcogramma striatum,Tripterygiidae,Actinopterygii,tropical,,,,,1754,14,20,4.3,3.4,Benthic invertivore,Benthic invertivore,benthic,Day,coral,0,20,,NA,No,27.725,26.725,31.31,3,14.714573,3
,Heteroclinus whiteleggii,Heteroclinus whiteleggii,Clinidae,Actinopterygii,temperate,,,,,150,14,2,10,3.5,Benthic invertivore,Benthic invertivore,benthic,Day,rock,,,,LC,No,19.498975,20.243,25.2,1,,
,Hippocampus bleekeri,Hippocampus bleekeri,Syngnathidae,Actinopterygii,temperate,,,,,135,14,2,25,3.5,Benthic invertivore,Benthic invertivore,benthic,Day,rock,0,35,,NA,No,16.10155,16.3166,21.0667,1,,
,Holacanthus ciliaris,Holacanthus ciliaris,Pomacanthidae,Actinopterygii,tropical,,,,,2496,14,1,45,3,Benthic invertivore,Benthic invertivore,Demersal,Day,coral,1,70,,LC,No,26.2565,24.3427,31.0775,3,8.0950374,3
,Homalocantha anatomica,Homalocantha anatomica,Muricidae,Gastropoda,tropical,,,,,10,14,1,4.3,,Benthic invertivore,Benthic invertivore,benthic,,coral,,,,NA,No,29.395,29.469,30.332,1,,
,Linckia laevigata,Linckia laevigata,Ophidiasteridae,Asteroidea,tropical,,,,,3179,14,2,22,,Benthic invertivore,Benthic invertivore,benthic,,coral,,,,NA,No,27.3,26.0695,31.307,3,,
,Lutjanus analis,Lutjanus analis,Lutjanidae,Actinopterygii,tropical,,,,,587,14,8,94,3.9,Higher carnivore,Higher carnivore,Demersal,Day,coral,25,95,,VU,No,27.615,26.698,30.837,2,1.9676874,2
,Macolor macularis,Macolor macularis,Lutjanidae,Actinopterygii,tropical,,,,,2417,14,3,60,4,Benthic invertivore,Benthic invertivore,Demersal,Day,coral,3,90,,NA,No,28.120325,27.500375,31.47,3,7.0260171,3
,Muraena clepsydra,Muraena clepsydra,Muraenidae,Actinopterygii,tropical,,,,,698,14,1,120,4,Benthic invertivore,Benthic invertivore,benthic,Night,coral,0,25,,LC,No,26.71225,26.47675,30.021,2,3.6827594,2
,Nelusetta ayraudi,Nelusetta ayraudi,Monacanthidae,Actinopterygii,temperate,,,,,162,14,11,71,3,Browsing herbivore,Herbivore,Demersal,Day,sand,2,350,,NA,No,19.729025,19.921875,24.56,3,,
,Neopomacentrus bankieri,Neopomacentrus bankieri,Pomacentridae,Actinopterygii,tropical,,,,,1621,14,348,8,3.4,Planktivore,Planktivore,Demersal,Day,coral,3,12,,LC,No,25.8695,25.6305,31.106,3,12.6396118,3
,Neopomacentrus nemurus,Neopomacentrus nemurus,Pomacentridae,Actinopterygii,tropical,,,,,1046,14,101,8,3.4,Planktivore,Planktivore,Demersal,Day,coral,1,10,,NA,No,30.1869,30.1804,31.493,1,,
,Ostorhinchus compressus,Ostorhinchus compressus,Apogonidae,Actinopterygii,tropical,,,,,1129,14,17,12,3.5,Benthic invertivore,Benthic invertivore,Demersal,Night,coral,,,,,,27.5215,,,,6.4602202,3
,Pagurus novizealandiae,Pagurus novizealandiae,Paguridae,Malacostraca,temperate,,,,,84,14,2,,,omnivore,Herbivore,benthic,,rock,,,,NA,No,17.672375,17.747,21.512,1,,
,Paraplotosus butleri,Paraplotosus butleri,Plotosidae,Actinopterygii,tropical,,,,,1311,14,1,32.5,3.4,Benthic invertivore,Benthic invertivore,Demersal,Night,coral,0,5,,NA,No,26.36205,26.46,31.495,3,4.4184742,3
,Phyllidiella pustulosa,Phyllidiella pustulosa,Phyllidiidae,Gastropoda,tropical,,,,,2485,14,1,4.5,,Benthic invertivore,Benthic invertivore,benthic,,coral,0,12,,NA,No,25.1885,24.807,31.151,3,,
,Pilumnus monilifer,Pilumnus monilifer,Pilumnidae,Malacostraca,temperate,,,,,20,14,2,2,,Benthic invertivore,Benthic invertivore,benthic,,rock,,,,,,15.865,16.154,19.774,1,,
,Pomacanthus arcuatus,Pomacanthus arcuatus,Pomacanthidae,Actinopterygii,tropical,,,,,2529,14,2,60,2.9,Benthic invertivore,Benthic invertivore,Demersal,Day,coral,2,30,,LC,No,27.2549,26.604,30.91,3,11.487439,3
